original_code,brand,name,value,price_per_kilo,unit,url,image,supermarket,privateLabel
7104512,ORIENTAL EXPRESS,Noodles Πάπια Πεκίνου Λαχανικά 87g,0.82,9.43,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Katepsygmena-Fagita-Diethnoys-Koyzinas/Proionta-gia-Koyzina-Apo-Anatolis/Noodles-Papia-Pekinoy-Lachanika-87g/p/7104512,https://www.ab.gr/medias/sys_master/hcc/h13/9023953272862.jpg,ab,False
7072667,BERTAGNI,Ραβιόλι Τομάτα Μοτσαρέλα Βασιλικό 250g,4.5,18.0,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Zymarika/Freska-Zymarika/Ravioli-Tomata-Motsarela-Vasiliko-250g/p/7072667,https://www.ab.gr/medias/sys_master/hb5/hff/9836261441566.jpg,ab,False
7088373,ΠΑΛΙΡΡΟΙΑ,Έτοιμο Φαγητό Σε Κονσέρβα Ντολμαδάκια 280 gr,3.27,11.68,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Konserves/Etoima-Fagita-se-konserva/Etoimo-Fagito-Se-Konserva-Ntolmadakia-280-gr/p/7088373,https://www.ab.gr/medias/sys_master/h7d/h9d/9323432575006.jpg,ab,False
7083984,ΒΛΑΧΑ,Τραχανάς Ξινός Βλάχα  500 gr,2.5,5.0,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Zymarika/Paradosiaka-Zymarika/Trachanas-Xinos-Vlacha-500-gr/p/7083984,https://www.ab.gr/medias/sys_master/hd2/h76/9271031136286.jpg,ab,False
7523616,ΠΑΛΙΡΡΟΙΑ,Ντολμαδάκια Γιαλαντζί 200g,3.39,16.95,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Konserves/Etoima-Fagita-se-konserva/Ntolmadakia-Gialantzi-200g/p/7523616,https://www.ab.gr/medias/sys_master/products/h07/hca/10300962897950.jpg,ab,False
7750530,ΑΒ ΕΠΙΛΟΓΗ,Φαρίνα Ολικής Άλεσης 500g,0.83,1.66,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Aleyri-Simigdali/Farina/Farina-Olikis-Alesis-500g/p/7750530,https://www.ab.gr/medias/sys_master/products/h7d/hd1/10420250279966.jpg,ab,True
7587733,ΖΩΓΡΑΦΟΣ,Γλυκαντικό Υγρό Slim Line Stevia 125ml,3.28,26.24,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Zachari/Ypokatastata-Zacharis/Glykantiko-Ygro-Slim-Line-Stevia-125ml/p/7587733,https://www.ab.gr/medias/sys_master/products/hf7/h4e/10262307209246.jpg,ab,False
7637154,ΑΒ ΕΠΙΛΟΓΗ,Ρύζι Καστανό Μακρύκοκκο Ελληνικό 500g,1.35,2.7,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Ryzi-Ospria/Kinoa-Kastana-and-alla-ryzia/Ryzi-Kastano-Makrykokko-Elliniko-500g/p/7637154,https://www.ab.gr/medias/sys_master/products/hdd/h05/10154520412190.jpg,ab,True
7768280,EXCELLENT,Καπνιστός Σολομός Σκωτίας 100g,5.75,57.5,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Delicatessen/Kapnistos-Solomos-Skotias-100g/p/7768280,https://www.ab.gr/medias/sys_master/products/hd7/hb6/10419954712606.jpg,ab,False
7825521,ΑΒ ΕΠΙΛΟΓΗ,Φασόλια Γίγαντες Ελληνικά 500g,4.35,8.7,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Ryzi-Ospria/Fasolia/Fasolia-Gigantes-Ellinika-500g/p/7825521,https://www.ab.gr/medias/sys_master/products/h06/h55/10085327568926.jpg,ab,True
7663907,ΑΒ THINK BIO,Κανέλα Τριμμένη Bio 32g,1.25,39.06,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Mpacharika-Alati/Mpacharika/Kanela-Trimmeni-Bio-32g/p/7663907,https://www.ab.gr/medias/sys_master/products/hba/h55/10158292533278.jpg,ab,True
7673112,WORLD'S MARKET,Τορτελίνια Γεμιστά με Ρικότα και Σπανάκι 250g,2.7,10.8,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Zymarika/Freska-Zymarika/Tortelinia-Gemista-me-Rikota-kai-Spanaki-250g/p/7673112,https://www.ab.gr/medias/sys_master/hf7/heb/9836159565854.jpg,ab,False
7764164,ΑΒ ΕΠΙΛΟΓΗ,Ελαιόλαδο Κλασικό 2lt,11.6,5.8,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Elaiolado-and-Elies/Elaiolado-Klasiko/Elaiolado-Klasiko-2lt/p/7764164,https://www.ab.gr/medias/sys_master/products/hdd/h3f/10419876593694.jpg,ab,True
7084964,ΑΒ,Αλάτι Ημίχονδρο Σε Σακουλάκι 1 Kg,0.29,0.29,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Mpacharika-Alati/Alati/Alati-Imichondro-Se-Sakoylaki-1-Kg/p/7084964,https://www.ab.gr/medias/sys_master/h49/h40/9814831988766.jpg,ab,True
7135137,ΑΒ,Τουρσί Αγγουράκι 60 gr,0.89,14.83,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Delicatessen/Toyrsi-Aggoyraki-60-gr/p/7135137,https://www.ab.gr/medias/sys_master/h96/h9a/9832442396702.jpg,ab,True
7084630,BARILLA,Σάλτσα Arrabbiata Χωρίς Γλουτένη 400g,3.16,7.9,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Saltses-Dressings/Saltses-gia-zymarika/Saltsa-Arrabbiata-Choris-Gloyteni-400g/p/7084630,https://www.ab.gr/medias/sys_master/products/h3d/h05/10418016747550.jpg,ab,False
7530639,ΜΥΛΟΙ ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ,Μείγμα Easy Bake Για Κέικ Βανίλιας 500gr,2.92,5.84,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Meigmata-gia-glyka/Meigma-gia-alla-glyka/Meigma-Easy-Bake-Gia-Keik-Vanilias-500gr/p/7530639,https://www.ab.gr/medias/sys_master/products/h0a/h3a/10287893774366.jpg,ab,False
7069821,HELLMANN'S,Κέτσαπ Light 465 gr,2.79,6.0,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Saltses-Dressings/Ketsap/Ketsap-Light-465-gr/p/7069821,https://www.ab.gr/medias/sys_master/hb4/h1f/9720162680862.jpg,ab,False
7083771,ΜΕΛΙΣΣΑ,Μακαρόνια Τρυπητά Νο5 500g,1.01,2.02,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Zymarika/Makaronia/Makaronia-Trypita-No5-500g/p/7083771,https://www.ab.gr/medias/sys_master/h3f/h26/9804028313630.jpg,ab,False
7345396,BERTAGNI,Φρέσκα Ζυμαρικά Γέμιση Parmigiano Reggiano 250g,4.95,19.8,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Zymarika/Freska-Zymarika/Freska-Zymarika-Gemisi-Parmigiano-Reggiano-250g/p/7345396,https://www.ab.gr/medias/sys_master/haf/h82/9836240928798.jpg,ab,False
7648779,ΚΥΚΝΟΣ,Μαγιονέζα Light 400g,2.79,6.98,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Saltses-Dressings/Magioneza/Magioneza-Light-400g/p/7648779,https://www.ab.gr/medias/sys_master/h58/h77/9627101691934.jpg,ab,False
7084725,HELLMANN'S,Μουστάρδα Απαλή 250 gr,1.97,7.88,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Saltses-Dressings/Moystarda/Moystarda-Apali-250-gr/p/7084725,https://www.ab.gr/medias/sys_master/ha6/h54/9662879006750.jpg,ab,False
7085930,ΚΥΚΝΟΣ,Τοματοπολτός Διπλής Συμπύκνωσης 28% 860g,3.48,4.05,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Konserves/Peltes-Ntomatas/Tomatopoltos-Diplis-Sympyknosis-28-860g/p/7085930,https://www.ab.gr/medias/sys_master/h74/h27/9440149766174.jpg,ab,False
7492171,MORFAT,Σαντιγί Φυτική Κρέμα Morfat Creamy Χωρίς Ζάχαρη 250g,2.27,9.08,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Eidi-zacharoplastikis/Koyvertoyra-and-Garnirismata/Santigi-Fytiki-Krema-Morfat-Creamy-Choris-Zachari-250g/p/7492171,https://www.ab.gr/medias/sys_master/h9e/h85/9244308439070.jpg,ab,False
7705618,HELLMANN'S,Μαγιονέζα Real Top Down 750ml,4.34,5.79,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Saltses-Dressings/Magioneza/Magioneza-Real-Top-Down-750ml/p/7705618,https://www.ab.gr/medias/sys_master/h72/he5/10027432149022.jpg,ab,False
7725830,KNORR,Κύβοι Ζωμός Λαχανικών Λιγότερο Αλάτι 12 Τεμάχια 109g,2.23,20.46,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Soypes-Zomoi-Kyvoi-Poyres/Kyvoi-Zomos/Kyvoi-Zomos-Lachanikon-Ligotero-Alati-12-Temachia-109g/p/7725830,https://www.ab.gr/medias/sys_master/products/h1a/haf/10262283616286.jpg,ab,False
7321802,ΧΡΥΣΕΛΙΑ,Ελαιόλαδο Κλασικό 2lt,13.87,6.94,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Elaiolado-and-Elies/Elaiolado-Klasiko/Elaiolado-Klasiko-2lt/p/7321802,https://www.ab.gr/medias/sys_master/hc2/h7a/9773001834526.jpg,ab,False
7126977,HEINZ,Σάλτσα Worcester  150 ml,2.17,14.47,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Saltses-Dressings/Saltses-gia-kreas/Saltsa-Worcester-150-ml/p/7126977,https://www.ab.gr/medias/sys_master/products/h86/h53/10295468261406.jpg,ab,False
7779113,MAGGI,Air Fryer Mix Tex Mex Crispy Chicken 66g,0.76,11.52,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Mpacharika-Alati/Meigmata-mpacharikon/Air-Fryer-Mix-Tex-Mex-Crispy-Chicken-66g/p/7779113,https://www.ab.gr/medias/sys_master/products/h7f/he8/10363685830686.jpg,ab,False
7582433,MAGGI,Saucy Noodles Γλυκό Τσίλι 75g,1.13,15.07,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Soypes-Zomoi-Kyvoi-Poyres/Soypes-stigmis/Saucy-Noodles-Glyko-Tsili-75g/p/7582433,https://www.ab.gr/medias/sys_master/products/h3e/h24/10154518249502.jpg,ab,False
7726238,ΜΑΚΒΕΛ,Κριθαράκι Χαμηλού Γλυκαιμικού Δείκτη 400g,0.96,2.4,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Zymarika/Rigkatoni-Penes-Kritharaki-and-alles-Pastes/Kritharaki-Chamiloy-Glykaimikoy-Deikti-400g/p/7726238,https://www.ab.gr/medias/sys_master/products/h35/hf2/10158352105502.jpg,ab,False
7596936,COOK AT HOME,Σάλτσα Κοτόπουλο Φούρνου Μπάρμπεκιου 265g,2.58,9.74,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-Typopoiimena-Eidi/Saltsa-Kotopoylo-Foyrnoy-Mparmpekioy-265g/p/7596936,https://www.ab.gr/medias/sys_master/h87/hd2/9270292906014.jpg,ab,False
7136563,ALELMA,Τόνος Λευκός Σε Ελαιόλαδο 120 gr,7.72,64.33,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Konserves/Tonos-Tonosalata/Tonos-Leykos-Se-Elaiolado-120-gr/p/7136563,https://www.ab.gr/medias/sys_master/h68/hd6/9436187263006.jpg,ab,False
7673138,WORLD'S MARKET,Ραβιόλια Γεμιστά με Ρικότα και Μανιτάρια 250g,2.7,10.8,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Zymarika/Freska-Zymarika/Raviolia-Gemista-me-Rikota-kai-Manitaria-250g/p/7673138,https://www.ab.gr/medias/sys_master/h88/ha1/9836210389022.jpg,ab,False
7566143,AGRINO,Φακές Χονδρές 500g,2.26,4.52,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Ryzi-Ospria/Fakes/Fakes-Chondres-500g/p/7566143,https://www.ab.gr/medias/sys_master/hfe/h24/9436196765726.jpg,ab,False
7742036,BARILLA,Σάλτσα Basilico Χωρίς Γλουτένη 2x400g,5.43,6.79,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Saltses-Dressings/Saltses-gia-zymarika/Saltsa-Basilico-Choris-Gloyteni-2x400g/p/7742036,https://www.ab.gr/medias/sys_master/products/hcf/h93/10226477334558.jpg,ab,False
7085630,AGRINO,Ρεβίθια Χονδρά 500gr,2.72,5.44,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Ryzi-Ospria/Revithia/Revithia-Chondra-500gr/p/7085630,https://www.ab.gr/medias/sys_master/h0b/h73/9109639135262.jpg,ab,False
7524683,BARILLA,Μακαρόνι Farfalle Integrale Ολικής Άλεσης 500g,1.94,3.88,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Zymarika/Rigkatoni-Penes-Kritharaki-and-alles-Pastes/Makaroni-Farfalle-Integrale-Olikis-Alesis-500g/p/7524683,https://www.ab.gr/medias/sys_master/products/h48/h6c/10410666524702.jpg,ab,False
7610535,KNORR,Σούπα με Ζυμαρικά ABC και Λαχανικά 82g,2.47,30.12,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Soypes-Zomoi-Kyvoi-Poyres/Soypes-stigmis/Soypa-me-Zymarika-ABC-kai-Lachanika-82g/p/7610535,https://www.ab.gr/medias/sys_master/h2b/h27/9384277671966.jpg,ab,False
7713154,WORLD'S MARKET,Σπαγγέτι Νο6 Ολικής Άλεσης 500g,0.75,1.5,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Zymarika/Makaronia/Spaggeti-No6-Olikis-Alesis-500g/p/7713154,https://www.ab.gr/medias/sys_master/products/h00/h2f/10086190579742.jpg,ab,False
7085923,PUMMARO,Τοματοπολτός Διπλής Συμπύκνωσης 410 gr,2.6,6.34,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Konserves/Peltes-Ntomatas/Tomatopoltos-Diplis-Sympyknosis-410-gr/p/7085923,https://www.ab.gr/medias/sys_master/products/h6c/h7b/10269312122910.jpg,ab,False
7754771,GUSTONA,Τομάτα Ψιλοκομμένη με Βασιλικό 400g,0.62,1.55,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Konserves/Psilokommenes-Ntomates/Tomata-Psilokommeni-me-Vasiliko-400g/p/7754771,https://www.ab.gr/medias/sys_master/products/h0f/h4c/10319713665054.jpg,ab,False
7142096,ΠΑΥΛΙΔΗΣ,Κουβερτούρα Κλασική 125g,2.66,21.28,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Eidi-zacharoplastikis/Ylika-zacharoplastikis/Koyvertoyra-Klasiki-125g/p/7142096,https://www.ab.gr/medias/sys_master/products/haf/h69/10265456312350.jpg,ab,False
7071082,VERTMONT,Σιρόπι Maple Vermont Organic 250g,6.85,27.4,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Eidi-zacharoplastikis/Koyvertoyra-and-Garnirismata/Siropi-Maple-Vermont-Organic-250g/p/7071082,https://www.ab.gr/medias/sys_master/hae/he9/9836188368926.jpg,ab,False
7705046,NATURES PROMISE BIO,Φακές Ψιλές Bio 500g,3.29,6.58,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Ryzi-Ospria/Fakes/Fakes-Psiles-Bio-500g/p/7705046,https://www.ab.gr/medias/sys_master/products/h92/h16/10191889104926.jpg,ab,False
7628464,ΗΛΙΟΣ,Τζίντζερ Πιπερόριζα Σκόνη 30g,1.82,60.67,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Mpacharika-Alati/Mpacharika/Tzintzer-Piperoriza-Skoni-30g/p/7628464,https://www.ab.gr/medias/sys_master/products/h50/hb9/10086151192606.jpg,ab,False
7509257,ΓΙΩΤΗΣ,Τρούφα Party Decor 100gr,2.34,23.4,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Eidi-zacharoplastikis/Koyvertoyra-and-Garnirismata/Troyfa-Party-Decor-100gr/p/7509257,https://www.ab.gr/medias/sys_master/h63/hab/9154934505502.jpg,ab,False
7085616,3Α,Φασόλια Γίγαντες Εισαγωγής 500g,4.43,8.86,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Ryzi-Ospria/Fasolia/Fasolia-Gigantes-Eisagogis-500g/p/7085616,https://www.ab.gr/medias/sys_master/hd7/h3b/9490923782174.jpg,ab,False
7664536,3Α,Ρεβύθια Χονδρά Έτοιμα Φυσικά 180g,3.09,17.17,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Ryzi-Ospria/Revithia/Revythia-Chondra-Etoima-Fysika-180g/p/7664536,https://www.ab.gr/medias/sys_master/h2c/h49/9763463331870.jpg,ab,False
7955817,HELLAS,Ρέγγα Φιλέτο Καπνιστό 130g,1.9,14.62,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Delicatessen/Regga-Fileto-Kapnisto-130g/p/7955817,https://www.ab.gr/medias/sys_master/products/hc5/hac/10419948355614.jpg,ab,False
7668647,ΑΒ,Βαλσάμικο Ξίδι 250ml,1.09,4.36,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Xydi-Lemoni/Xydi-Balsamico/Valsamiko-Xidi-250ml/p/7668647,https://www.ab.gr/medias/sys_master/products/h5e/h97/10087364952094.jpg,ab,True
7761286,NATURES PROMISE BIO,Ζάχαρη Καρύδας Bio 250g,2.2,8.8,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Zachari/Leyki-Zachari/Zachari-Karydas-Bio-250g/p/7761286,https://www.ab.gr/medias/sys_master/products/h28/h4b/10419902152734.jpg,ab,False
7353435,ΑΒ THINK BIO,Αλεύρι Μαλακό 1 Kg,2.27,2.27,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Aleyri-Simigdali/Aleyri-olon-ton-chriseon/Aleyri-Malako-1-Kg/p/7353435,https://www.ab.gr/medias/sys_master/h9b/hc5/9353710600222.jpg,ab,True
7645747,ΑΒ,Μουστάρδα Πικάντικη 500g,1.1,2.2,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Saltses-Dressings/Moystarda/Moystarda-Pikantiki-500g/p/7645747,https://www.ab.gr/medias/sys_master/hfb/h3c/9814854795294.jpg,ab,True
7133572,ΓΙΩΤΗΣ,Σαντιγί Garni Βανίλια 2x100g,2.18,10.9,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Eidi-zacharoplastikis/Koyvertoyra-and-Garnirismata/Santigi-Garni-Vanilia-2x100g/p/7133572,https://www.ab.gr/medias/sys_master/hfc/haa/9347733127198.jpg,ab,False
7139468,HELLMANN'S,Κέτσαπ Ketchupito Max 460gr,2.79,6.07,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Saltses-Dressings/Ketsap/Ketsap-Ketchupito-Max-460gr/p/7139468,https://www.ab.gr/medias/sys_master/products/h36/ha9/10122415013918.jpg,ab,False
7471236,BRAVA,Μουστάρδα Πικάντικη  430 gr,2.5,5.81,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Saltses-Dressings/Moystarda/Moystarda-Pikantiki-430-gr/p/7471236,https://www.ab.gr/medias/sys_master/products/h1d/h0e/10429691723806.jpg,ab,False
7085714,BEN'S,Ρύζι Μακρύκοκο Parboiled 10' 1 Kg,3.78,3.78,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Ryzi-Ospria/Ryzi-parboiled/Ryzi-Makrykoko-Parboiled-10-1-Kg/p/7085714,https://www.ab.gr/medias/sys_master/products/h6c/he1/10301203054622.jpg,ab,False
7086743,FLORA,Αραβοσιτέλαιο  2 Lt,7.83,3.92,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Sporelaio-and-Mageirika-Lipi/Aravositelaio/Aravositelaio-2-Lt/p/7086743,https://www.ab.gr/medias/sys_master/products/h77/hf3/10211313090590.jpg,ab,False
7768940,BONDUELLE,Μανιτάρια Κομμένα 3x115g,3.12,9.04,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Konserves/Manitaria/Manitaria-Kommena-3x115g/p/7768940,https://www.ab.gr/medias/sys_master/products/h6c/ha9/10314547593246.jpg,ab,False
7234605,ΜΥΛΟΙ ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ,Μείγμα Ζύμη Πίτσας Easy Bake 500g,1.44,2.88,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Meigmata-gia-glyka/Meigma-gia-alla-glyka/Meigma-Zymi-Pitsas-Easy-Bake-500g/p/7234605,https://www.ab.gr/medias/sys_master/products/h61/hd7/10287896920094.jpg,ab,False
7345318,ΧΩΡΙΟ,Ελαιόλαδο Εξαιρετικό Παρθένο Κορωνέικη Ποικιλία 4lt,41.4,10.35,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Elaiolado-and-Elies/Extra-Partheno-and-Partheno-Elaiolado/Elaiolado-Exairetiko-Partheno-Koroneiki-Poikilia-4lt/p/7345318,https://www.ab.gr/medias/sys_master/h61/h53/9314119712798.jpg,ab,False
7134677,ΔΡΙΣΚΑΣ,Πολτός Σκόρδου 200 gr,3.84,19.2,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Delicatessen/Poltos-Skordoy-200-gr/p/7134677,https://www.ab.gr/medias/sys_master/hcc/h91/8894657921054.jpg,ab,False
7723581,ΤΡΑΤΑ,Τόνος High Protein Φασόλια και Σπανάκι 140g,2.05,14.64,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Konserves/Tonos-Tonosalata/Tonos-High-Protein-Fasolia-kai-Spanaki-140g/p/7723581,https://www.ab.gr/medias/sys_master/h96/hfd/9947730051102.jpg,ab,False
7083849,DE CECCO,Σπαγγετίνη Νο 11 500gr,1.93,3.86,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Zymarika/Makaronia/Spaggetini-No-11-500gr/p/7083849,https://www.ab.gr/medias/sys_master/products/h61/hc2/10249151381534.jpg,ab,False
7645720,KNORR,Ζωμός Οσπρίων 12 Κύβοι 120g,1.89,15.75,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Soypes-Zomoi-Kyvoi-Poyres/Kyvoi-Zomos/Zomos-Osprion-12-Kyvoi-120g/p/7645720,https://www.ab.gr/medias/sys_master/products/h3d/hbc/10262214606878.jpg,ab,False
7072349,XENIA,Κάπαρη Ανθός  250 gr,4.89,19.56,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Delicatessen/Kapari-Anthos-250-gr/p/7072349,https://www.ab.gr/medias/sys_master/h32/h5e/9832474116126.jpg,ab,False
7705594,HELLMANN'S,Μαγιονέζα Real Top Down 250ml,2.19,8.76,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Saltses-Dressings/Magioneza/Magioneza-Real-Top-Down-250ml/p/7705594,https://www.ab.gr/medias/sys_master/h50/h3b/10001007345694.jpg,ab,False
7132073,KNORR,Κύβοι Ζωμού Κότας 24 Τεμάχια 240g,4.15,17.29,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Soypes-Zomoi-Kyvoi-Poyres/Kyvoi-Zomos/Kyvoi-Zomoy-Kotas-24-Temachia-240g/p/7132073,https://www.ab.gr/medias/sys_master/products/h57/hbd/10262222602270.jpg,ab,False
7236629,COROLLA,Αραβοσιτέλαιο  5 Lt,15.3,3.06,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Sporelaio-and-Mageirika-Lipi/Aravositelaio/Aravositelaio-5-Lt/p/7236629,https://www.ab.gr/medias/sys_master/hef/h51/9755585052702.jpg,ab,False
7723740,KALLIMANIS,Τονοσαλάτα Καλαμπόκι Καλλιμάνης 160g,2.61,16.31,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Konserves/Tonos-Tonosalata/Tonosalata-Kalampoki-Kallimanis-160g/p/7723740,https://www.ab.gr/medias/sys_master/hf7/h1c/9954886254622.jpg,ab,False
7066637,ΓΙΩΤΗΣ,Μείγμα Κρέμα Ζαχαροπλαστικής Μιλφέιγ 170g,1.28,7.53,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Meigmata-gia-glyka/Meigma-gia-alla-glyka/Meigma-Krema-Zacharoplastikis-Milfeig-170g/p/7066637,https://www.ab.gr/medias/sys_master/h21/hea/9755588329502.jpg,ab,False
7725947,ΧΩΡΙΟ,Χυμός Τομάτας Ελαφρά Συμπυκνωμένος 500g,0.82,1.64,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Konserves/Passata/Chymos-Tomatas-Elafra-Sympyknomenos-500g/p/7725947,https://www.ab.gr/medias/sys_master/products/h53/h42/10120463777822.jpg,ab,False
7083872,DE CECCO,Lumaconi Rigati Νο123 500g,2.46,4.92,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Zymarika/Rigkatoni-Penes-Kritharaki-and-alles-Pastes/Lumaconi-Rigati-No123-500g/p/7083872,https://www.ab.gr/medias/sys_master/products/h30/hd3/10249193652254.jpg,ab,False
7435825,MAGGI,Κύβοι Ζωμού Μανιταριών 6 Lt 12 Τεμ 120gr,1.44,12.0,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Soypes-Zomoi-Kyvoi-Poyres/Kyvoi-Zomos/Kyvoi-Zomoy-Manitarion-6-Lt-12-Tem-120gr/p/7435825,https://www.ab.gr/medias/sys_master/products/hb7/h98/10209375027230.jpg,ab,False
7070559,ΧΙΩΝ,Αλάτι Χονδρό 850g,1.73,2.04,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Mpacharika-Alati/Alati/Alati-Chondro-850g/p/7070559,https://www.ab.gr/medias/sys_master/products/h4c/hee/10420088897566.jpg,ab,False
7425057,BONDUELLE,Μανιτάρια Κομμένα 115g,1.56,13.57,Κομμάτι,https://www.ab.gr/el/eshop/Vasika-typopoiimena-trofima/Konserves/Manitaria/Manitaria-Kommena-115g/p/7425057,https://www.ab.gr/medias/sys_master/h49/h57/9761774207006.jpg,ab,False
