original_code,brand,name,value,price_per_kilo,unit,url,image,supermarket,privateLabel
7063312,DOLE,Μπανάνες Dole Βιολογικής Γεωργίας Εισαγωγής,1.99,1.99,kg,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Mpananes/Mpananes-Dole-Viologikis-Georgias-Eisagogis/p/7063312,https://www.ab.gr/medias/sys_master/hc6/h06/9678098464798.jpg,ab,False
7434326,ΑΒ,Καρότα Συσκευασμένα Ελληνικά 500 gr,0.74,1.48,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Karota-Reves-Rapanakia/Karota-Syskeyasmena-Ellinika-500-gr/p/7434326,https://www.ab.gr/medias/sys_master/products/hb8/hbc/10425252347934.jpg,ab,True
7064216,ΑΒ,Κρεμμύδια Ξερά Χονδρά Συσκευασμένα,1.38,0.92,kg,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Patates-Kremmydia-Skorda/Kremmydia-Xera-Chondra-Syskeyasmena/p/7064216,https://www.ab.gr/medias/sys_master/h83/h1d/9281427177502.jpg,ab,True
7132187,-,Αβοκάντο Ωριμασμένο Εισαγωγής 370g,3.49,3.49,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Ananas-Mangko-Exotika-froyta/Avokanto-Orimasmeno-Eisagogis-370g/p/7132187,https://www.ab.gr/medias/sys_master/products/h40/h7e/10095474507806.jpg,ab,False
7514505,DOLE,Μπανάνες Dole Cavendish,1.87,1.85,kg,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Mpananes/Mpananes-Dole-Cavendish/p/7514505,https://www.ab.gr/medias/sys_master/hee/hf5/9797850988574.jpg,ab,False
7747741,ΑΒ,Λεμόνια Εισαγωγής Συσκευασμένα,2.69,2.69,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Lemonia-Laims/Lemonia-Eisagogis-Syskeyasmena/p/7747741,https://www.ab.gr/medias/sys_master/hb4/h83/9477656805406.jpg,ab,True
7514024,ΑΒ,Αγγούρια Συσκευασμένα Ελληνικά 1 Τεμάχιο,1.25,1.25,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Aggoyria-Ntomates/Aggoyria-Syskeyasmena-Ellinika-1-Temachio/p/7514024,https://www.ab.gr/medias/sys_master/h16/h46/9281515454494.jpg,ab,True
7064241,ΑΒ,Σκόρδα Ξερά Δίχτυ Ελληνικά,1.87,1.87,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Patates-Kremmydia-Skorda/Skorda-Xera-Dichty-Ellinika/p/7064241,https://www.ab.gr/medias/sys_master/he1/hf4/9281387003934.jpg,ab,True
7063706,ΑΒ ΕΠΙΛΟΓΗ,Τοματίνια Βελανίδι Συσκευασμένα Ελληνικά 250gr,1.85,7.4,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Aggoyria-Ntomates/Tomatinia-Velanidi-Syskeyasmena-Ellinika-250gr/p/7063706,https://www.ab.gr/medias/sys_master/hb3/h6c/9996197003294.jpg,ab,True
7335398,ΑΒ,Μαρούλι Άισμπεργκ Τεμάχιο,0.97,2.15,kg,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Maroylia-Salates-Roka/Maroyli-Aismpergk-Temachio/p/7335398,https://www.ab.gr/medias/sys_master/h5c/h97/9407166152734.jpg,ab,True
7513963,ΑΒ,Ντομάτες Συσκευασμένες Ελληνικές,2.7,2.45,kg,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Aggoyria-Ntomates/Ntomates-Syskeyasmenes-Ellinikes/p/7513963,https://www.ab.gr/medias/sys_master/hc7/h40/9426774491166.jpg,ab,True
7511792,ΑΒ,Μήλα Στάρκινγκ Ελληνικά Συσκευασμένα,2.17,2.39,kg,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Mila/Mila-Starkingk-Ellinika-Syskeyasmena/p/7511792,https://www.ab.gr/medias/sys_master/products/hbf/h73/10160979410974.jpg,ab,True
7063867,ΑΒ,Σαλάτα Πράσινη Σγουρή Τεμάχιο Ελληνική,0.8,0.8,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Maroylia-Salates-Roka/Salata-Prasini-Sgoyri-Temachio-Elliniki/p/7063867,https://www.ab.gr/medias/sys_master/h52/h40/9407250956318.jpg,ab,True
7514211,ΑΒ,Πιπεριές Τύπου Φλωρίνης Συσκευασμένες Ελληνικές,1.95,3.25,kg,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Piperies-Melitzanes-Kolokythakia/Piperies-Typoy-Florinis-Syskeyasmenes-Ellinikes/p/7514211,https://www.ab.gr/medias/sys_master/h9e/h53/9281385693214.jpg,ab,True
7513971,ΑΒ,Κολοκύθια Συσκευασμένα Ελληνικά,2.34,2.89,kg,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Piperies-Melitzanes-Kolokythakia/Kolokythia-Syskeyasmena-Ellinika/p/7513971,https://www.ab.gr/medias/sys_master/h3c/hba/9281512505374.jpg,ab,True
7435445,ΑΒ,Σέλινο Φρέσκο Καθαρισμένο 40g,0.79,19.75,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Aromatika-Myrodika/Selino-Fresko-Katharismeno-40g/p/7435445,https://www.ab.gr/medias/sys_master/h90/h1c/9281425866782.jpg,ab,True
7514724,ΑΒ,Αβοκάντο Συσκευασμένα Εισαγωγής,2.28,5.3,kg,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Ananas-Mangko-Exotika-froyta/Avokanto-Syskeyasmena-Eisagogis/p/7514724,https://www.ab.gr/medias/sys_master/hf5/h83/9477472649246.jpg,ab,True
7514170,ΑΒ,Μαρούλι Συσκευασμένο Ελληνικό,1.15,1.15,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Maroylia-Salates-Roka/Maroyli-Syskeyasmeno-Elliniko/p/7514170,https://www.ab.gr/medias/sys_master/hbc/h77/9407189549086.jpg,ab,True
7446011,ΑΒ,Πιπεριές 3 Χρωμάτων Γλυκιές Εισαγωγής 450g,2.49,5.53,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Piperies-Melitzanes-Kolokythakia/Piperies-3-Chromaton-Glykies-Eisagogis-450g/p/7446011,https://www.ab.gr/medias/sys_master/products/h59/h22/10391416143902.jpg,ab,True
7511785,ΑΒ,Μήλα Σμίθ Συσκευασμένα Ελληνικά,2.62,2.59,kg,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Mila/Mila-Smith-Syskeyasmena-Ellinika/p/7511785,https://www.ab.gr/medias/sys_master/products/h17/h67/10375949090846.jpg,ab,True
7344780,ΑΒ,Μανιτάρια Πλευρώτους 500g,2.59,5.18,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Manitaria/Manitaria-Pleyrotoys-500g/p/7344780,https://www.ab.gr/medias/sys_master/hee/h94/9281510342686.jpg,ab,True
7289771,ΑΓΡΟΚΗΠΟΣ ΧΑΛΒΑΤΖΗ,Κολοκύθα στον Ατμό 400g,3.47,8.68,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Piperies-Melitzanes-Kolokythakia/Kolokytha-ston-Atmo-400g/p/7289771,https://www.ab.gr/medias/sys_master/hb2/h7e/9501161685022.jpg,ab,False
7134748,-,Μάνγκο Ωριμασμένο Εισαγωγής,3.99,3.99,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Ananas-Mangko-Exotika-froyta/Mangko-Orimasmeno-Eisagogis/p/7134748,https://www.ab.gr/medias/sys_master/h03/h3e/9477537333278.jpg,ab,False
7512855,ΑΒ,Σαλάτα Πράσινη Συσκευασμένη Ελληνική 1 Τεμάχιο,1.25,1.25,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Maroylia-Salates-Roka/Salata-Prasini-Syskeyasmeni-Elliniki-1-Temachio/p/7512855,https://www.ab.gr/medias/sys_master/hb6/h2d/9407070666782.jpg,ab,True
7063290,ΑΒ ΒΙΟ,Ακτινίδια Βιολογικής Γεωργίας Ελληνικά,4.2,5.25,kg,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Aktinidia/Aktinidia-Viologikis-Georgias-Ellinika/p/7063290,https://www.ab.gr/medias/sys_master/products/hfc/h4f/10425243631646.jpg,ab,True
7063367,-,Χουρμάδες Medjoul Νωποί Εισαγωγής 200g,3.55,3.55,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Ananas-Mangko-Exotika-froyta/Choyrmades-Medjoul-Nopoi-Eisagogis-200g/p/7063367,https://www.ab.gr/medias/sys_master/ha7/hf0/9506882519070.jpg,ab,False
7750996,ΚΗΠΟΣ ΞΑΝΘΗΣ,Mελιτζάνες Ξάνθης 900g,2.95,3.28,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Piperies-Melitzanes-Kolokythakia/Melitzanes-Xanthis-900g/p/7750996,https://www.ab.gr/medias/sys_master/products/h6d/hd7/10319750561822.jpg,ab,False
7063657,ΑΒ ΒΙΟ,Αγγούρι Τεμάχιο Βιολογικής Γεωργίας Ελληνικό,2.05,2.05,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Aggoyria-Ntomates/Aggoyri-Temachio-Viologikis-Georgias-Elliniko/p/7063657,https://www.ab.gr/medias/sys_master/products/hb5/he8/10425052758046.jpg,ab,True
7511016,ΑΒ,Λάχανο Άσπρο Ελληνικό Συσκευασμένο,2.78,1.39,kg,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Lachano-Mprokolo-Koynoypidi/Lachano-Aspro-Elliniko-Syskeyasmeno/p/7511016,https://www.ab.gr/medias/sys_master/hd3/h00/9407122505758.jpg,ab,True
7586017,ΑΓΡΟΚΗΠΟΣ ΧΑΛΒΑΤΖΗ,Ρεβίθια Πέλλας στον Ατμό 300g,2.89,9.63,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Kalampoki-Agginares-Sparaggia/Revithia-Pellas-ston-Atmo-300g/p/7586017,https://www.ab.gr/medias/sys_master/h3e/h2f/9915378597918.jpg,ab,False
7669218,ΑΒ,Καρότα Μίνι 200g,0.99,4.95,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Karota-Reves-Rapanakia/Karota-Mini-200g/p/7669218,https://www.ab.gr/medias/sys_master/h2c/he4/9855571886110.jpg,ab,True
7511470,ΑΒ,Γλυκοπατάτες Κόκκινες Ελληνικές Συσκευασμένες,4.24,3.85,kg,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Patates-Kremmydia-Skorda/Glykopatates-Kokkines-Ellinikes-Syskeyasmenes/p/7511470,https://www.ab.gr/medias/sys_master/h1c/hcf/9127630929950.jpg,ab,True
7510916,ΑΒ,Κουνουπίδι Συσκευασμένο Ελληνικό 1 Τεμάχιο,3.49,2.79,kg,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Lachano-Mprokolo-Koynoypidi/Koynoypidi-Syskeyasmeno-Elliniko-1-Temachio/p/7510916,https://www.ab.gr/medias/sys_master/hd5/h1a/9119936610334.jpg,ab,True
7353968,ΑΒ,Μανιτάρια Κομμένα Agaricus 300 gr,2.79,9.3,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Manitaria/Manitaria-Kommena-Agaricus-300-gr/p/7353968,https://www.ab.gr/medias/sys_master/h2c/he7/9678273708062.jpg,ab,True
7514490,ΑΒ,Τζίντζερ Συσκευασμένο Εισαγωγής,0.99,4.79,kg,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Karota-Reves-Rapanakia/Tzintzer-Syskeyasmeno-Eisagogis/p/7514490,https://www.ab.gr/medias/sys_master/h54/h01/9281476853790.jpg,ab,True
7064272,ΑΓΡΟΚΗΠΟΣ ΧΑΛΒΑΤΖΗ,Καλαμπόκι Βρασμένο Ελληνικό 400g,3.43,8.58,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Kalampoki-Agginares-Sparaggia/Kalampoki-Vrasmeno-Elliniko-400g/p/7064272,https://www.ab.gr/medias/sys_master/h11/h1d/8927230099486.jpg,ab,False
7765477,EXCLUSIVE AB,Φρουτοσαλάτα Ανανάς 200g,3.29,16.45,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Kommena-and-Katharismena-Froyta/Froytosalata-Ananas-200g/p/7765477,https://www.ab.gr/medias/sys_master/products/h38/h24/10315440619550.jpg,ab,False
7515533,ΑΒ,Σέλερυ Κομμένο Εισαγωγής Συσκευασμένο,1.79,2.75,kg,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Aromatika-Myrodika/Selery-Kommeno-Eisagogis-Syskeyasmeno/p/7515533,https://www.ab.gr/medias/sys_master/h06/h42/9119933333534.jpg,ab,True
7650217,ΑΒ,Παντζάρια στον Ατμό Εισαγωγής 500g,1.18,2.36,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Chorta/Pantzaria-ston-Atmo-Eisagogis-500g/p/7650217,https://www.ab.gr/medias/sys_master/products/h03/h54/10156486885406.jpg,ab,True
7514096,ΑΒ,Μανταρίνια Κλημεντίνες Ελληνικά Συσκευασμένα,2.5,2.5,kg,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Portokalia-Mantarinia-Gkreip-Froyt/Mantarinia-Klimentines-Ellinika-Syskeyasmena/p/7514096,https://www.ab.gr/medias/sys_master/haa/hfd/9157657362462.jpg,ab,True
7073466,EXCLUSIVE AB,Πατάτες Baby Ψιλές Γαλλίας Συσκευασμένες 500g,1.89,3.78,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Patates-Kremmydia-Skorda/Patates-Baby-Psiles-Gallias-Syskeyasmenes-500g/p/7073466,https://www.ab.gr/medias/sys_master/products/hdf/h25/10425047842846.jpg,ab,False
7514162,ΑΒ,Μελιτζάνες Φλάσκες Συσκευασμένες Ελληνικές,3.47,3.15,kg,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Piperies-Melitzanes-Kolokythakia/Melitzanes-Flaskes-Syskeyasmenes-Ellinikes/p/7514162,https://www.ab.gr/medias/sys_master/h48/h92/9281416429598.jpg,ab,True
7531472,ΑΓΡΟΚΗΠΟΣ ΧΑΛΒΑΤΖΗ,Παντζάρι Μπουκιές 250g,1.79,7.16,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Chorta/Pantzari-Mpoykies-250g/p/7531472,https://www.ab.gr/medias/sys_master/h5b/h93/9388774752286.jpg,ab,False
7064245,ΑΒ ΒΙΟ,Σκόρδα Βιολογικά Ελληνικά Συσκευασμένα 1 Τεμάχιο,2.25,2.25,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Patates-Kremmydia-Skorda/Skorda-Viologika-Ellinika-Syskeyasmena-1-Temachio/p/7064245,https://www.ab.gr/medias/sys_master/products/h1d/he6/10425158598686.jpg,ab,True
7514656,ΑΒ,Λάϊμ Συσκευασμένα Εισαγωγής,1.75,3.49,kg,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Lemonia-Laims/Laim-Syskeyasmena-Eisagogis/p/7514656,https://www.ab.gr/medias/sys_master/hc0/h88/9477362679838.jpg,ab,True
7514157,ΑΒ,Πιπεριές Πράσινες Συσκευασμένες Ελληνικές,3.29,2.99,kg,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Piperies-Melitzanes-Kolokythakia/Piperies-Prasines-Syskeyasmenes-Ellinikes/p/7514157,https://www.ab.gr/medias/sys_master/hfb/h7f/9281501495326.jpg,ab,True
7512015,ΑΒ,Μήλα Γκόλντεν Ελληνικά Συσκευασμένα,2.62,2.59,kg,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Mila/Mila-Gkolnten-Ellinika-Syskeyasmena/p/7512015,https://www.ab.gr/medias/sys_master/hc4/h76/9517010485278.jpg,ab,True
7765401,EXCLUSIVE AB,Φρουτοσαλάτα Μάνγκο 200g,3.79,18.95,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Kommena-and-Katharismena-Froyta/Froytosalata-Mangko-200g/p/7765401,https://www.ab.gr/medias/sys_master/products/hb3/h1c/10315420958750.jpg,ab,False
7228204,AROMA,Κόλιανδρος  25g,1.89,75.6,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Aromatika-Myrodika/Koliandros-25g/p/7228204,https://www.ab.gr/medias/sys_master/hc1/h0c/9022723063838.jpg,ab,False
7511581,ΑΒ,Αχλάδια Κρυστάλια Συσκευασμένα Ελληνικά,3.77,3.59,kg,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Achladia/Achladia-Krystalia-Syskeyasmena-Ellinika/p/7511581,https://www.ab.gr/medias/sys_master/h5b/h5a/9517055246366.jpg,ab,True
7062835,ΑΒ ΒΙΟ,Μήλα Γκόλντεν Βιολογικής Γεωργίας,4.2,4.67,kg,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Mila/Mila-Gkolnten-Viologikis-Georgias/p/7062835,https://www.ab.gr/medias/sys_master/products/he9/h98/10397086711838.jpg,ab,True
7514725,DOLE,Ανανάς Συσκευασμένος Εισαγωγής,2.72,2.69,kg,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Ananas-Mangko-Exotika-froyta/Ananas-Syskeyasmenos-Eisagogis/p/7514725,https://www.ab.gr/medias/sys_master/h94/h84/9477473959966.jpg,ab,False
7511017,ΑΒ,Λάχανο Κόκκινο Ελληνικό Συσκευασμένο,2.24,1.49,kg,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Lachano-Mprokolo-Koynoypidi/Lachano-Kokkino-Elliniko-Syskeyasmeno/p/7511017,https://www.ab.gr/medias/sys_master/hf6/h00/9407132991518.jpg,ab,True
7512892,ΑΒ,Ακτινίδια Ελληνικά Συσκευασμένα,3.93,3.89,kg,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Aktinidia/Aktinidia-Ellinika-Syskeyasmena/p/7512892,https://www.ab.gr/medias/sys_master/hbf/h66/9440946913310.jpg,ab,True
7710527,ZESPRI,Ακτινίδια Κίτρινα Συσκευασμένα 500g,4.28,8.56,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Aktinidia/Aktinidia-Kitrina-Syskeyasmena-500g/p/7710527,https://www.ab.gr/medias/sys_master/h83/h2f/9854632919070.jpg,ab,False
7777457,EXCLUSIVE AB,Φρουτοσαλάτα Μήλο Αχλάδι Σταφύλι 200g,3.29,16.45,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Kommena-and-Katharismena-Froyta/Froytosalata-Milo-Achladi-Stafyli-200g/p/7777457,https://www.ab.gr/medias/sys_master/products/h50/hcf/10365384458270.jpg,ab,False
7063916,ΑΒ ΒΙΟ,Σπανάκι Βιολογικής Γεωργίας Ελληνικό,4.36,5.45,kg,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Chorta/Spanaki-Viologikis-Georgias-Elliniko/p/7063916,https://www.ab.gr/medias/sys_master/products/hbc/h23/10425207259166.jpg,ab,True
7514205,ΑΒ,Πιπεριές Τσάρλεστον Ελληνικές Συσκευασμένες,1.65,2.75,kg,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Piperies-Melitzanes-Kolokythakia/Piperies-Tsarleston-Ellinikes-Syskeyasmenes/p/7514205,https://www.ab.gr/medias/sys_master/h67/h22/9281405616158.jpg,ab,True
7063884,ΑΒ,Σαλάτα Κόκκινη Σγουρή Τεμάχιο Ελληνική,0.86,0.86,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Maroylia-Salates-Roka/Salata-Kokkini-Sgoyri-Temachio-Elliniki/p/7063884,https://www.ab.gr/medias/sys_master/products/hc1/hd8/10329372196894.jpg,ab,True
7065545,ΑΒ ΚΟΝΤΑ ΣΤΗΝ ΕΛΛΗΝΙΚΗ ΓΗ,Κάστανα Κισσάβου 700g,5.85,8.36,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Nopoi-xiroi-karpoi/Kastana-Kissavoy-700g/p/7065545,https://www.ab.gr/medias/sys_master/products/hdd/heb/10160922722334.jpg,ab,True
7063837,ΑΒ ΒΙΟ,Μελιτζάνες Φλάσκες Βιολογικής Γεωργίας Συσκευασμένες Ελληνικές,3.29,3.29,kg,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Piperies-Melitzanes-Kolokythakia/Melitzanes-Flaskes-Viologikis-Georgias-Syskeyasmenes-Ellinikes/p/7063837,https://www.ab.gr/medias/sys_master/products/h80/h41/10260022362142.jpg,ab,True
7422087,AROMA,Βασιλικός  25g,1.89,75.6,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Aromatika-Myrodika/Vasilikos-25g/p/7422087,https://www.ab.gr/medias/sys_master/h83/h1d/9022741086238.jpg,ab,False
7064799,ΑΓΡΟΚΗΠΟΣ ΧΑΛΒΑΤΖΗ,Φρουτοσαλάτα Ροδάκινο σε Χυμό Φρούτου 400 gr,4.19,10.48,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Kommena-and-Katharismena-Froyta/Froytosalata-Rodakino-se-Chymo-Froytoy-400-gr/p/7064799,https://www.ab.gr/medias/sys_master/h98/hf6/9477367005214.jpg,ab,False
7650237,ΑΒ,Καλαμπόκι στον Ατμό Εισαγωγής 400g,2.99,7.48,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Kalampoki-Agginares-Sparaggia/Kalampoki-ston-Atmo-Eisagogis-400g/p/7650237,https://www.ab.gr/medias/sys_master/h44/h9d/9706581753886.jpg,ab,True
7514178,ΑΒ,Πιπεριές Πράσινες Ξανθές Συσκευασμένες Ελληνικές,3.18,2.89,kg,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Piperies-Melitzanes-Kolokythakia/Piperies-Prasines-Xanthes-Syskeyasmenes-Ellinikes/p/7514178,https://www.ab.gr/medias/sys_master/hc9/hf2/9281385037854.jpg,ab,True
7650945,ΑΓΡΟΚΗΠΟΣ ΧΑΛΒΑΤΖΗ,Παντζάρια Ολόκληρα Βιολογικά στον Ατμό 500g,3.43,6.86,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Chorta/Pantzaria-Oloklira-Viologika-ston-Atmo-500g/p/7650945,https://www.ab.gr/medias/sys_master/products/h97/h6b/10318968324126.jpg,ab,False
7650216,ΑΒ THINK BIO,Παντζάρια στον Ατμό Βιολογικά Εισαγωγής 500g,2.58,5.16,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Chorta/Pantzaria-ston-Atmo-Viologika-Eisagogis-500g/p/7650216,https://www.ab.gr/medias/sys_master/hd9/h35/9706630971422.jpg,ab,True
7497763,-,Αποξηραμένη Ντομάτα Ελληνική 250gr,3.13,12.52,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Aggoyria-Ntomates/Apoxirameni-Ntomata-Elliniki-250gr/p/7497763,https://www.ab.gr/medias/sys_master/h03/he1/9281531576350.jpg,ab,False
7515346,ΑΒ,Μάνγκο Συσκευασμένα Εισαγωγής,3.0,4.55,kg,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Ananas-Mangko-Exotika-froyta/Mangko-Syskeyasmena-Eisagogis/p/7515346,https://www.ab.gr/medias/sys_master/h4c/h09/9477525930014.jpg,ab,True
7510667,ΑΒ,Σελινόριζες Συσκευασμένες Εισαγωγής,2.39,2.39,kg,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Karota-Reves-Rapanakia/Selinorizes-Syskeyasmenes-Eisagogis/p/7510667,https://www.ab.gr/medias/sys_master/h1d/hea/9119966822430.jpg,ab,True
7469599,ΑΒ,Ντοματίνια 3 Χρωμάτων Ελληνικά 250 gr,2.15,8.6,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Aggoyria-Ntomates/Ntomatinia-3-Chromaton-Ellinika-250-gr/p/7469599,https://www.ab.gr/medias/sys_master/h10/h3d/8994056273950.jpg,ab,True
7729298,ΑΓΡΟΚΗΠΟΣ ΧΑΛΒΑΤΖΗ,Γεύματα Αγρού Φακές Πλιγούρι 220g,3.39,15.41,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Etoimes-salates-lachanikon/Geymata-Agroy-Fakes-Pligoyri-220g/p/7729298,https://www.ab.gr/medias/sys_master/products/h87/h9c/10122445488158.jpg,ab,False
7512875,ΑΒ,Χόρτα Αντίδια Ελληνικά Συσκευασμένα,2.49,2.49,kg,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Chorta/Chorta-Antidia-Ellinika-Syskeyasmena/p/7512875,https://www.ab.gr/medias/sys_master/hc3/h42/9407246368798.jpg,ab,True
7148330,ΑΓΡΟΚΗΠΟΣ ΧΑΛΒΑΤΖΗ,Φρουτοσαλάτα Ανανάς Κύβοι 400g,4.19,10.48,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Kommena-and-Katharismena-Froyta/Froytosalata-Ananas-Kyvoi-400g/p/7148330,https://www.ab.gr/medias/sys_master/h12/h89/9477314576414.jpg,ab,False
7513824,ΑΒ,Χόρτα Τύπου Ιταλίας Ελληνικά Συσκευασμένα,2.79,2.79,kg,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Chorta/Chorta-Typoy-Italias-Ellinika-Syskeyasmena/p/7513824,https://www.ab.gr/medias/sys_master/h5e/h09/9407071387678.jpg,ab,True
7687883,ΑΓΡΟΚΗΠΟΣ ΧΑΛΒΑΤΖΗ,Ροδάκινο Κύβοι 2x115g,2.19,9.52,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Kommena-and-Katharismena-Froyta/Rodakino-Kyvoi-2x115g/p/7687883,https://www.ab.gr/medias/sys_master/h65/h9e/9922765848606.jpg,ab,False
7513808,ΑΒ,Λωτοί Ελληνικοί Συσκευασμένοι 500g,1.45,2.85,kg,https://www.ab.gr/el/eshop/Oporopoleio/Froyta/Ananas-Mangko-Exotika-froyta/Lotoi-Ellinikoi-Syskeyasmenoi-500g/p/7513808,https://www.ab.gr/medias/sys_master/products/h95/hfd/10404575117342.jpg,ab,True
7512849,ΑΒ,Χόρτα Παντζάρια Ελληνικά Συσκευασμένα,2.29,2.29,kg,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Chorta/Chorta-Pantzaria-Ellinika-Syskeyasmena/p/7512849,https://www.ab.gr/medias/sys_master/hdf/h3b/9407095701534.jpg,ab,True
7635096,ΑΓΡΟΚΗΠΟΣ ΧΑΛΒΑΤΖΗ,Λαχανικά στον Ατμό με Πλιγούρι & Κινόα 220g,3.29,14.95,Κομμάτι,https://www.ab.gr/el/eshop/Vegan-Proionta/Lachanika-ston-Atmo-me-Pligoyri-and-Kinoa-220g/p/7635096,https://www.ab.gr/medias/sys_master/h91/h03/9942664642590.jpg,ab,False
7729304,ΑΓΡΟΚΗΠΟΣ ΧΑΛΒΑΤΖΗ,Γεύματα Αγρού Μαυρομάτικα Φασόλια Σιτάρι 220g,3.39,15.41,Κομμάτι,https://www.ab.gr/el/eshop/Oporopoleio/Lachanika/Etoimes-salates-lachanikon/Geymata-Agroy-Mayromatika-Fasolia-Sitari-220g/p/7729304,https://www.ab.gr/medias/sys_master/products/hf8/h23/10122443259934.jpg,ab,False
